Date,Open,High,Low,Close,Adj Close,Volume
3/10/2024,68500.25781,70005.20313,68239.97656,69019.78906,69019.78906,35683977532
3/11/2024,69020.54688,72850.71094,67194.88281,72123.90625,72123.90625,65716656765
3/12/2024,72125.125,72825.65625,68728.85156,71481.28906,71481.28906,62554434520
3/13/2024,71482.11719,73637.47656,71334.09375,73083.5,73083.5,48212536929
3/14/2024,73079.375,73750.07031,68563.02344,71396.59375,71396.59375,59594605698
3/15/2024,71387.875,72357.13281,65630.69531,69403.77344,69403.77344,78320453976
3/16/2024,69392.48438,70046.27344,64801.39453,65315.11719,65315.11719,46842198371
3/17/2024,65316.34375,68845.71875,64545.31641,68390.625,68390.625,44716864318
3/18/2024,68371.30469,68897.13281,66594.22656,67548.59375,67548.59375,49261579492
3/19/2024,67556.13281,68106.92969,61536.17969,61912.77344,61912.77344,74215844794
3/20/2024,61930.15625,68115.25781,60807.78516,67913.67188,67913.67188,66792634382
3/21/2024,67911.58594,68199.99219,64580.91797,65491.39063,65491.39063,44480350565
3/22/2024,65489.92969,66623.75,62355.37109,63778.76172,63778.76172,41401116964
3/23/2024,63802.72266,65976.39844,63038.49219,64062.20313,64062.20313,24738964812
3/24/2024,64070.75391,67622.75781,63825.85156,67234.17188,67234.17188,27206630673
3/25/2024,67234.09375,71162.59375,66414.83594,69958.8125,69958.8125,42700139523
3/26/2024,69931.32813,71535.74219,69335.60938,69987.83594,69987.83594,36010437368
3/27/2024,69991.89844,71727.6875,68381.92969,69455.34375,69455.34375,40827113309
3/28/2024,69452.77344,71546.02344,68895.50781,70744.95313,70744.95313,34374900617
3/29/2024,70744.79688,70913.09375,69076.65625,69892.82813,69892.82813,25230851763
3/30/2024,69893.44531,70355.49219,69601.0625,69645.30469,69645.30469,17130241883
3/31/2024,69647.78125,71377.78125,69624.86719,71333.64844,71333.64844,20050941373
4/1/2024,71333.48438,71342.09375,68110.69531,69702.14844,69702.14844,34873527352
4/2/2024,69705.02344,69708.38281,64586.59375,65446.97266,65446.97266,50705240709
4/3/2024,65446.67188,66914.32031,64559.89844,65980.8125,65980.8125,34488018367
4/4/2024,65975.69531,69291.25781,65113.79688,68508.84375,68508.84375,34439527442
4/5/2024,68515.75781,68725.75781,66011.47656,67837.64063,67837.64063,33748230056
4/6/2024,67840.57031,69629.60156,67491.71875,68896.10938,68896.10938,19967785809
4/7/2024,68897.10938,70284.42969,68851.63281,69362.55469,69362.55469,21204930369
4/8/2024,69362.55469,72715.35938,69064.24219,71631.35938,71631.35938,37261432669
4/9/2024,71632.5,71742.50781,68212.92188,69139.01563,69139.01563,36426900409
4/10/2024,69140.24219,71093.42969,67503.5625,70587.88281,70587.88281,38318601774
